gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,NumServices,AvgMonthlyRevenue,ContractMonths,HighValue,Cluster,PCA1,PCA2,silhouette,TSNE1,TSNE2,MonthlyBin,LTV,TotalRevenue
Female,No,No,No,2,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,60.85,111.4,No,2,55.7,1,0,2,-1.09108301,-1.687637193,0.14394844,1.4914606,-69.05266,"(58.83, 79.1]",60.85,111.4
Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),43.95,43.95,No,0,43.95,1,0,1,-2.802995356,-0.679988921,0.056876689,15.859637,-35.066914,"(25.05, 58.83]",43.95,43.95
Male,No,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,86.05,308.1,No,2,77.025,1,1,2,-0.129983422,-2.498927262,0.242433652,-29.829008,-40.80083,"(79.1, 94.25]",86.05,308.1
Female,No,No,No,19,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),20.25,383.65,No,0,20.19210526,12,0,1,-3.561386059,1.065608162,0.270693757,-39.08413,10.10593,"(18.249, 25.05]",243,383.65
Female,No,No,No,30,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,85.15,2555.9,Yes,2,85.19666667,1,1,2,0.417249097,-1.876198171,0.222244069,4.1111255,-60.387012,"(79.1, 94.25]",85.15,2555.9
Male,No,Yes,Yes,67,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),19.4,1284.2,No,0,19.16716418,24,0,1,-2.469290218,3.509806196,0.286693481,-6.175849,72.35204,"(18.249, 25.05]",465.6,1284.2
Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),102.65,7550.3,No,4,104.8652778,24,1,0,4.529264618,1.692976525,0.201587789,49.48666,46.65226,"(94.25, 118.75]",2463.6,7550.3
Male,No,Yes,No,53,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.9,1110.05,No,0,20.94433962,24,0,1,-2.816557183,3.209520892,0.311999434,-7.8441215,67.46124,"(18.249, 25.05]",477.6,1110.05
Female,No,No,No,5,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,19.55,99.6,No,0,19.92,12,0,1,-3.752163422,-0.160689569,0.218174228,-47.410786,11.505127,"(18.249, 25.05]",234.6,99.6
Male,Yes,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),95.5,6707.15,No,4,94.46690141,24,1,0,3.874099762,1.792758331,0.180581486,49.744534,46.705353,"(94.25, 118.75]",2292,6707.15
Female,No,Yes,Yes,50,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),84.15,4164.4,No,5,83.288,12,1,0,3.404213269,1.6012679,0.193405418,33.56105,9.286548,"(79.1, 94.25]",1009.8,4164.4
Male,No,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,103.2,5873.75,No,4,104.8883929,24,1,0,4.063088063,1.029174006,0.175895238,48.511818,35.503098,"(94.25, 118.75]",2476.8,5873.75
Male,No,No,No,2,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),50.2,109.25,No,1,54.625,1,0,2,-1.766730619,-0.745307705,0.049370456,-1.6062131,-18.610977,"(25.05, 58.83]",50.2,109.25
Female,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.55,179.25,Yes,2,89.625,1,1,2,0.824309752,-3.485287368,0.263206117,39.897846,-45.487415,"(79.1, 94.25]",88.55,179.25
Male,No,Yes,Yes,24,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,54.75,1338.15,Yes,1,55.75625,1,0,2,-1.098234712,-0.262026141,0.051203324,-29.848854,-24.973745,"(25.05, 58.83]",54.75,1338.15
Male,No,Yes,Yes,46,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.95,862.4,No,0,18.74782609,24,0,1,-2.945681863,3.583062245,0.326046735,-6.820412,71.60647,"(18.249, 25.05]",478.8,862.4
Male,No,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,116.25,8564.75,No,6,120.6302817,24,1,0,6.092665956,1.320655227,0.267255654,51.006313,31.065142,"(94.25, 118.75]",2790,8564.75
Female,No,No,No,29,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,31.2,926.2,No,1,31.93793103,1,0,2,-1.990978476,-0.919887084,0.046460002,-10.342457,41.101017,"(25.05, 58.83]",31.2,926.2
Male,No,Yes,Yes,69,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),24.45,1718.2,No,0,24.90144928,24,0,1,-2.271316894,3.431472254,0.302108299,-20.739748,63.793217,"(18.249, 25.05]",586.8,1718.2
Male,No,Yes,No,71,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.2,5956.85,No,5,83.89929577,24,1,0,3.774735381,3.159548109,0.253058734,28.410143,52.89855,"(79.1, 94.25]",2020.8,5956.85
Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.3,91.3,Yes,2,91.3,1,1,2,0.508665654,-3.708242537,0.292218888,41.274418,-45.887833,"(79.1, 94.25]",91.3,91.3
Male,Yes,Yes,No,56,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.65,4824.45,No,6,86.15089286,24,1,0,4.004525323,2.113027911,0.217530593,42.49401,29.529501,"(79.1, 94.25]",2055.6,4824.45
Male,No,No,Yes,56,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,21.2,1238.65,No,0,22.11875,12,0,1,-3.400739666,1.50880657,0.290140658,-58.093075,26.616098,"(18.249, 25.05]",254.4,1238.65
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.5,79.5,Yes,1,79.5,1,1,2,-0.67432786,-3.113341982,0.273481523,-35.181614,-43.553394,"(79.1, 94.25]",79.5,79.5
Female,No,Yes,No,28,Yes,Yes,No,No,No,No,No,No,No,One year,No,Mailed check,25.55,672.2,No,0,24.00714286,12,0,1,-3.300824403,1.308429078,0.290396785,-62.113503,15.565921,"(25.05, 58.83]",306.6,672.2
Female,No,Yes,Yes,19,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.2,382.2,No,0,20.11578947,1,0,1,-4.095628253,1.058268876,0.322073192,-55.85262,0.13415626,"(18.249, 25.05]",20.2,382.2
Male,No,Yes,No,66,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,63.85,4264.6,No,2,64.61515152,1,0,2,0.63923706,-0.105172906,0.093248097,-26.845596,-29.156258,"(58.83, 79.1]",63.85,4264.6
Female,No,Yes,Yes,17,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,61.95,1070.7,No,2,62.98235294,12,0,2,-0.371006981,0.91524264,-0.015459458,2.950753,6.8242273,"(58.83, 79.1]",743.4,1070.7
Male,No,Yes,Yes,52,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,25.75,1345.85,No,0,25.88173077,24,0,1,-2.827822393,3.379991168,0.333211651,-34.602837,66.06417,"(25.05, 58.83]",618,1345.85
Female,No,No,No,19,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Electronic check,58.2,1045.25,No,2,55.01315789,12,0,2,-0.712963869,-0.722549474,0.073208925,9.055597,0.13896975,"(25.05, 58.83]",698.4,1045.25
Female,No,No,No,36,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),85.85,3003.55,No,6,83.43194444,12,1,0,2.769054731,0.882285072,0.13740686,12.711721,6.23491,"(79.1, 94.25]",1030.2,3003.55
Male,Yes,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.1,467.55,Yes,0,66.79285714,1,0,2,-1.651899331,-2.016535165,0.105356836,-10.438051,-11.651741,"(58.83, 79.1]",70.1,467.55
Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),104.9,7537.5,No,5,104.6875,12,1,0,4.773889779,1.706732277,0.239532957,31.952185,11.930338,"(94.25, 118.75]",1258.8,7537.5
Male,No,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,111.3,7482.1,Yes,5,111.6731343,12,1,0,4.964325768,0.109369326,0.19992364,21.372572,-6.9984736,"(94.25, 118.75]",1335.6,7482.1
Male,Yes,No,No,34,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,99.85,3343.15,No,4,98.32794118,12,1,0,2.909253646,-2.0670757,-0.024233672,40.63444,-11.433176,"(94.25, 118.75]",1198.2,3343.15
Male,Yes,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.25,5427.05,Yes,3,95.21140351,1,1,0,2.859799946,-1.257865943,-0.006754537,43.8102,-19.348963,"(94.25, 118.75]",95.25,5427.05
Female,No,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,86.25,587.1,Yes,2,83.87142857,1,1,2,0.451462232,-2.473475503,0.259723836,7.0455174,-52.639957,"(79.1, 94.25]",86.25,587.1
Female,Yes,Yes,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,100.8,Yes,3,100.8,1,1,2,1.967093047,-3.277355682,0.190266789,37.3541,-41.818024,"(94.25, 118.75]",100.8,100.8
Male,No,Yes,No,8,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),19.55,161.15,No,0,20.14375,1,0,1,-3.600682399,-0.142070999,0.216419281,-44.837784,-16.040089,"(18.249, 25.05]",19.55,161.15
Female,No,No,No,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,104,7028.5,No,4,101.8623188,24,1,0,3.905708654,0.794042031,0.159809351,55.98196,23.455376,"(94.25, 118.75]",2496,7028.5
Female,No,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,104.4,5232.9,No,4,104.658,12,1,0,3.235518101,0.016174094,0.11852992,12.807497,9.652593,"(94.25, 118.75]",1252.8,5232.9
Male,No,No,No,10,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.5,225.85,No,0,22.585,12,0,1,-4.175866155,0.755760761,0.323268536,-62.89839,28.8129,"(18.249, 25.05]",234,225.85
Female,No,Yes,Yes,12,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),25.25,274.7,No,0,22.89166667,24,0,1,-2.82134129,2.979072141,0.28477812,4.2270117,61.840473,"(25.05, 58.83]",606,274.7
Female,No,No,No,14,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.3,1180.95,Yes,2,84.35357143,1,1,2,0.369735145,-2.769203303,0.285704966,4.5334153,-61.915493,"(79.1, 94.25]",86.3,1180.95
Female,No,Yes,No,70,No,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),49.85,3370.2,No,4,48.14571429,24,0,0,1.473387128,3.111652994,0.116804108,15.696836,34.4466,"(25.05, 58.83]",1196.4,3370.2
Female,Yes,No,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.95,7111.3,No,5,111.1140625,1,1,0,4.545187645,-1.069724332,0.110038215,36.85836,-35.17084,"(94.25, 118.75]",108.95,7111.3
Female,No,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.9,5958.85,No,6,90.28560606,24,1,0,4.424452379,3.860733486,0.292034052,37.077328,53.523064,"(79.1, 94.25]",2157.6,5958.85
Female,No,Yes,Yes,71,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82,5999.85,No,5,84.50492958,24,1,0,3.54700896,3.519086845,0.245115019,36.723602,51.951046,"(79.1, 94.25]",1968,5999.85
Male,Yes,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.95,1648.45,No,2,82.4225,1,1,2,0.521580606,-2.906560986,0.253244347,55.40482,-22.846725,"(79.1, 94.25]",89.95,1648.45
Male,No,Yes,No,72,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.35,5753.25,No,5,79.90625,24,1,0,3.258537971,2.677178623,0.220346646,44.499115,29.642841,"(79.1, 94.25]",1904.4,5753.25
Female,No,Yes,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),64.05,4492.9,No,4,63.28028169,24,0,0,1.865354637,4.253775996,0.167453603,34.30177,49.05915,"(58.83, 79.1]",1537.2,4492.9
Male,No,Yes,Yes,38,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.15,3956.7,No,3,104.1236842,1,1,0,2.66935705,-0.621792025,0.004110634,7.254403,-22.098862,"(94.25, 118.75]",101.15,3956.7
Female,No,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.95,2625.55,Yes,2,93.76964286,1,1,2,1.213841431,-2.621614618,0.229395022,6.602851,-60.890907,"(79.1, 94.25]",89.95,2625.55
Male,Yes,Yes,No,17,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,76.45,1233.4,Yes,1,72.55294118,1,1,2,-0.187443415,-2.584196708,0.238234737,47.79325,-28.282892,"(58.83, 79.1]",76.45,1233.4
Male,No,No,No,33,No,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,39.1,1309,No,2,39.66666667,12,0,2,-0.805857736,-0.477807163,0.056043555,3.5101352,24.958618,"(25.05, 58.83]",469.2,1309
Female,No,Yes,Yes,23,No,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,34.6,813.45,No,2,35.3673913,24,0,1,-1.629665157,3.3672083,0.148839694,9.923498,39.38181,"(25.05, 58.83]",830.4,813.45
Male,No,Yes,Yes,58,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,19.55,1108.8,No,0,19.11724138,12,0,1,-2.76582891,1.100841139,0.213337643,-48.90864,20.172638,"(18.249, 25.05]",234.6,1108.8
Female,Yes,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.45,7349.35,No,4,104.9907143,24,1,0,4.458687543,1.019937818,0.188020175,55.7132,41.109173,"(94.25, 118.75]",2506.8,7349.35
Male,No,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.5,294.2,No,0,73.55,1,1,2,-1.553323755,-2.165684821,0.164545713,-31.049957,-28.799421,"(58.83, 79.1]",70.5,294.2
Male,No,Yes,Yes,45,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.35,929.2,No,0,20.64888889,24,0,1,-3.441613176,3.380772312,0.368664766,-37.150726,64.87362,"(18.249, 25.05]",488.4,929.2
Male,No,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70,740,Yes,0,74,1,0,2,-1.386776998,-2.829930622,0.235198742,-40.58684,-34.555428,"(58.83, 79.1]",70,740
Male,No,Yes,Yes,36,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.45,754.5,No,0,20.95833333,24,0,1,-3.026566716,3.435455146,0.324645704,-7.0811415,71.67276,"(18.249, 25.05]",466.8,754.5
Male,No,No,No,54,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,69.9,3883.3,No,4,71.91296296,1,0,0,0.999890283,0.311753389,-0.028258021,-20.426432,-7.1867876,"(58.83, 79.1]",69.9,3883.3
Male,No,Yes,Yes,23,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Mailed check,59.7,1414.2,No,2,61.48695652,24,0,1,-0.435587671,2.641148392,0.09922611,37.439777,28.453032,"(58.83, 79.1]",1432.8,1414.2
Female,No,Yes,Yes,41,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),78.35,3211.2,No,4,78.32195122,12,1,0,2.314530213,1.498797091,0.125999955,35.069,9.827381,"(58.83, 79.1]",940.2,3211.2
Male,Yes,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.45,371.6,No,0,74.32,1,1,2,-1.770691303,-2.500431007,0.128615308,-10.01762,-12.048914,"(58.83, 79.1]",71.45,371.6
Male,No,Yes,Yes,27,No,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),45.85,1246.4,No,3,46.16296296,12,0,0,0.161469991,1.464974529,-0.011259952,-1.2335582,26.5266,"(25.05, 58.83]",550.2,1246.4
Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.85,95.85,No,3,95.85,1,1,2,1.020620742,-2.955866951,0.242471576,10.61621,-58.50949,"(94.25, 118.75]",95.85,95.85
Female,No,Yes,Yes,67,No,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),35.7,2545.7,No,2,37.99552239,24,0,1,-0.450103367,4.217229307,0.069455028,17.487051,40.75008,"(25.05, 58.83]",856.8,2545.7
Female,Yes,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),89.55,6448.85,No,6,89.56736111,24,1,0,4.964229276,3.183783181,0.268720967,49.24727,49.85187,"(79.1, 94.25]",2149.2,6448.85
Female,No,Yes,Yes,56,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),24.95,1468.9,No,0,26.23035714,24,0,1,-2.00660566,3.239291811,0.259427103,4.4891715,61.09789,"(18.249, 25.05]",598.8,1468.9
Male,No,Yes,Yes,44,Yes,Yes,No,No,No,No,No,No,No,One year,No,Electronic check,24.85,1013.6,No,0,23.03636364,12,0,1,-2.658280906,1.176329609,0.21874327,-48.72133,19.858068,"(18.249, 25.05]",298.2,1013.6
Female,Yes,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,6690.75,No,3,101.375,1,1,0,3.404129202,-2.006267581,-0.014778595,36.53433,-38.336693,"(94.25, 118.75]",100.8,6690.75
Female,No,No,No,34,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,64.4,2088.75,Yes,3,61.43382353,12,0,0,0.262297063,0.682099263,-0.034031886,7.550029,6.039497,"(58.83, 79.1]",772.8,2088.75
Female,No,Yes,No,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),105.35,7240.65,No,4,104.9369565,24,1,0,4.056682688,1.821325633,0.217332092,54.770622,26.046991,"(94.25, 118.75]",2528.4,7240.65
Female,No,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.45,102.45,Yes,4,102.45,1,1,2,2.35802824,-2.030653457,0.104991625,5.5479655,-40.286198,"(94.25, 118.75]",102.45,102.45
Female,No,No,No,40,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.65,830.25,No,0,20.75625,24,0,1,-3.146022604,2.61828773,0.307481988,-4.2732224,60.087917,"(18.249, 25.05]",471.6,830.25
Male,No,Yes,Yes,30,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.45,1588.7,No,1,52.95666667,1,0,2,-0.920974633,0.117533841,0.034586766,-23.323309,-20.959654,"(25.05, 58.83]",54.45,1588.7
Female,No,No,No,11,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,70.5,829.3,No,3,75.39090909,1,1,2,-0.45410866,-0.693297293,0.094909866,-7.592411,-1.4193249,"(58.83, 79.1]",70.5,829.3
Female,No,No,No,15,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),20.1,302.45,No,0,20.16333333,12,0,1,-3.608651721,1.009099711,0.268955517,-39.07144,10.079639,"(18.249, 25.05]",241.2,302.45
Male,No,No,No,11,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,69.35,712.25,No,3,64.75,1,0,2,0.207993146,-2.032429413,0.232108074,-27.658257,-40.447647,"(58.83, 79.1]",69.35,712.25
Female,No,Yes,Yes,64,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),19.8,1336.65,No,0,20.88515625,12,0,1,-3.004815505,2.192120411,0.298388251,-51.722248,15.145385,"(18.249, 25.05]",237.6,1336.65
Male,Yes,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),74.4,5360.75,No,5,74.45486111,24,1,0,3.003424632,2.898572173,0.195651525,42.42693,29.560547,"(58.83, 79.1]",1785.6,5360.75
Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),93.05,6735.05,No,4,93.54236111,24,1,0,3.930946381,1.786124451,0.191509873,53.200985,44.33072,"(79.1, 94.25]",2233.2,6735.05
Female,No,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,51.2,51.2,No,1,51.2,1,0,1,-2.617517991,-0.100307006,0.08391689,-7.9060545,6.07691,"(25.05, 58.83]",51.2,51.2
Female,No,No,Yes,15,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),65.6,1010,No,4,67.33333333,12,0,0,0.602433718,1.602591322,0.024726887,22.371614,9.255701,"(58.83, 79.1]",787.2,1010
Female,No,No,No,60,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),80.55,4847.05,No,4,80.78416667,12,1,0,2.463536857,1.152977965,0.127456956,28.141045,6.6271424,"(79.1, 94.25]",966.6,4847.05
Male,No,No,No,56,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,52.7,3019.7,No,2,53.92321429,12,0,1,-0.822206541,1.233679673,0.070047268,5.447427,9.057481,"(25.05, 58.83]",632.4,3019.7
Female,No,No,No,8,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.85,161.65,No,0,20.20625,24,0,1,-4.025878859,1.972151458,0.342937778,-38.01275,47.25295,"(18.249, 25.05]",500.4,161.65
Female,No,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),80.1,217.55,Yes,2,72.51666667,1,1,2,-0.348496684,-1.019363795,0.143228065,15.619915,-32.170834,"(79.1, 94.25]",80.1,217.55
Female,No,Yes,No,49,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),52.15,2583.75,No,0,52.72959184,1,0,2,-1.045379001,-0.016668729,0.018153187,13.090493,-32.310867,"(25.05, 58.83]",52.15,2583.75
Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.2,146.05,Yes,1,73.025,1,1,2,-0.708696886,-3.06885658,0.269855316,5.318697,-66.93339,"(79.1, 94.25]",80.2,146.05
Female,No,No,No,6,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),98.15,567.45,Yes,5,94.575,1,1,2,2.185103316,-1.438258275,0.071762538,8.896106,-44.519367,"(94.25, 118.75]",98.15,567.45
Male,No,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.95,7711.25,No,6,110.1607143,24,1,0,5.5314012,1.562709756,0.269053208,49.486504,29.494871,"(94.25, 118.75]",2758.8,7711.25
Male,No,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,112.95,1384.75,Yes,5,115.3958333,1,1,0,2.884822086,-1.765634035,-0.031934987,-17.2148,-6.643067,"(94.25, 118.75]",112.95,1384.75
Male,Yes,Yes,No,52,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.45,5481.25,No,5,105.4086538,12,1,0,4.084915526,-0.121754657,0.146985857,38.154396,-9.869467,"(94.25, 118.75]",1253.4,5481.25
Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),113.65,8124.2,No,6,112.8361111,24,1,0,5.957008015,2.388117915,0.29818611,43.28624,52.654667,"(94.25, 118.75]",2727.6,8124.2
Female,No,No,No,40,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),20.6,827.3,No,0,20.6825,24,0,1,-3.032363823,1.847558525,0.285329057,-29.788046,44.567997,"(18.249, 25.05]",494.4,827.3
Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.9,70.9,Yes,0,70.9,1,1,2,-2.311146168,-1.761801642,0.049015907,-3.4615417,-1.9290296,"(58.83, 79.1]",70.9,70.9
Female,Yes,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,86.85,220.95,Yes,2,73.65,1,1,2,0.263604149,-3.310197544,0.276652121,40.89878,-46.605938,"(79.1, 94.25]",86.85,220.95
Female,Yes,No,No,40,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.55,3673.6,No,2,91.84,1,1,2,1.35031323,-2.955502695,0.216263542,40.888985,-44.37758,"(79.1, 94.25]",91.55,3673.6
Male,No,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.85,49.85,No,1,49.85,1,0,2,-1.793660704,-1.476824342,0.093732299,-32.603497,-22.732758,"(25.05, 58.83]",49.85,49.85
Male,No,Yes,No,30,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.8,576.65,No,0,19.22166667,12,0,1,-3.281744819,1.636036027,0.280036317,-38.035427,15.496637,"(18.249, 25.05]",237.6,576.65
Male,No,Yes,Yes,23,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.85,2331.3,Yes,4,101.3608696,1,1,2,2.346922644,-1.318394338,0.066640717,-20.039562,-29.240438,"(94.25, 118.75]",99.85,2331.3
